"","meas_nu","station_number","station_name","date","W","Q","country"
"Forsæludalur.17","1830","V45","Forsæludalur",2000-08-20,17.4,5.8,"iceland"
"Forsæludalur.18","1831","V45","Forsæludalur",2001-06-05,17.95,7,"iceland"
"Forsæludalur.19","1832","V45","Forsæludalur",2001-07-19,18.94,9.8,"iceland"
"Forsæludalur.20","1833","V45","Forsæludalur",2001-07-20,18.25,7.8,"iceland"
"Forsæludalur.21","1834","V45","Forsæludalur",2002-07-07,17.39,6.3,"iceland"
"Forsæludalur.22","1835","V45","Forsæludalur",2002-09-30,18.1,7.6,"iceland"
"Forsæludalur.23","1836","V45","Forsæludalur",2003-04-02,18.1,7.9,"iceland"
"Forsæludalur.24","1837","V45","Forsæludalur",2004-05-01,20.53,15.7,"iceland"
"Forsæludalur.25","1838","V45","Forsæludalur",2004-07-27,17.55,5.9,"iceland"
"Forsæludalur.26","1839","V45","Forsæludalur",2004-09-30,17.76,5.9,"iceland"
"Forsæludalur.27","1840","V45","Forsæludalur",2005-05-23,18.41,8,"iceland"
"Forsæludalur.28","1841","V45","Forsæludalur",2005-06-29,17.96,7.9,"iceland"
"Forsæludalur.29","1842","V45","Forsæludalur",2005-09-22,18.19,7.6,"iceland"
"Forsæludalur.30","1843","V45","Forsæludalur",2006-08-31,17.91,7.2,"iceland"
"Forsæludalur.31","1844","V45","Forsæludalur",2006-10-03,17.7,6.4,"iceland"
"Forsæludalur.32","1845","V45","Forsæludalur",2007-08-14,16.8,4.8,"iceland"
"Forsæludalur.33","1846","V45","Forsæludalur",2008-04-18,18.4,9,"iceland"
"Forsæludalur.34","1847","V45","Forsæludalur",2008-06-03,19.5,12.9,"iceland"
"Forsæludalur.35","1848","V45","Forsæludalur",2009-06-08,18.29,8.6,"iceland"
"Forsæludalur.36","1849","V45","Forsæludalur",2009-08-18,17.45,6.1,"iceland"
"Forsæludalur.37","1850","V45","Forsæludalur",2010-05-31,17.97,7.4,"iceland"
"Forsæludalur.38","1851","V45","Forsæludalur",2010-06-29,16.92,4.6,"iceland"
"Forsæludalur.39","1852","V45","Forsæludalur",2010-08-12,17.02,5.1,"iceland"
"Forsæludalur.40","1853","V45","Forsæludalur",2011-02-24,17.31,5.5,"iceland"
"Forsæludalur.41","1854","V45","Forsæludalur",2011-05-02,26.25,54.6,"iceland"
"ofan Grjótár II.1","1874","V454","ofan Grjótár II",1991-06-28,16.01,26.8,"iceland"
"ofan Grjótár II.2","1875","V454","ofan Grjótár II",1991-06-29,13.11,13.8,"iceland"
"ofan Grjótár II.3","1876","V454","ofan Grjótár II",1991-06-29,15.03,21,"iceland"
"ofan Grjótár II.4","1877","V454","ofan Grjótár II",1991-06-30,12.73,12,"iceland"
"ofan Grjótár II.5","1878","V454","ofan Grjótár II",1991-06-30,15.6,24.3,"iceland"
"ofan Grjótár II.6","1879","V454","ofan Grjótár II",1991-07-01,12.91,13,"iceland"
"ofan Grjótár II.7","1880","V454","ofan Grjótár II",1991-07-01,16.05,27.1,"iceland"
"ofan Grjótár II.8","1881","V454","ofan Grjótár II",1991-07-02,13.57,14.9,"iceland"
"ofan Grjótár II.9","1882","V454","ofan Grjótár II",1991-07-02,16.17,27.4,"iceland"
"ofan Grjótár II.10","1883","V454","ofan Grjótár II",1991-07-03,13.65,14.8,"iceland"
"ofan Grjótár II.11","1884","V454","ofan Grjótár II",1991-07-16,10.27,6,"iceland"
"ofan Grjótár II.12","1885","V454","ofan Grjótár II",1991-07-17,10.92,7.3,"iceland"
"ofan Grjótár II.13","1886","V454","ofan Grjótár II",1991-07-18,9.76,4.7,"iceland"
"ofan Grjótár II.14","1887","V454","ofan Grjótár II",1991-07-20,8.78,3.2,"iceland"
"ofan Grjótár II.15","1888","V454","ofan Grjótár II",1992-06-11,14.26,17.2,"iceland"
"ofan Grjótár II.16","1889","V454","ofan Grjótár II",1992-07-10,8.77,3.2,"iceland"
"ofan Grjótár II.17","1890","V454","ofan Grjótár II",1992-07-23,7.74,2,"iceland"
"ofan Grjótár II.18","1891","V454","ofan Grjótár II",1993-07-16,10.74,6.9,"iceland"
"ofan Grjótár II.19","1892","V454","ofan Grjótár II",1993-09-15,7.19,1.6,"iceland"
"ofan Grjótár II.20","1893","V454","ofan Grjótár II",1994-08-09,9.88,5.1,"iceland"
"ofan Grjótár II.21","1894","V454","ofan Grjótár II",1995-06-28,17.26,32,"iceland"
"ofan Grjótár II.22","1895","V454","ofan Grjótár II",1995-06-29,15.32,22.7,"iceland"
"ofan Grjótár II.23","1896","V454","ofan Grjótár II",1995-09-03,6.87,1,"iceland"
"ofan Grjótár II.24","1897","V454","ofan Grjótár II",1996-07-14,12.27,10,"iceland"
"ofan Grjótár II.25","1898","V454","ofan Grjótár II",1997-07-18,9.95,5,"iceland"
"ofan Grjótár II.26","1899","V454","ofan Grjótár II",1998-07-02,10.91,7,"iceland"
"ofan Grjótár II.27","1900","V454","ofan Grjótár II",1999-08-09,8.52,2.5,"iceland"
"ofan Grjótár II.28","1901","V454","ofan Grjótár II",1999-10-16,11.29,7.3,"iceland"
"ofan Grjótár II.29","1902","V454","ofan Grjótár II",2000-06-14,9.19,3.6,"iceland"
"ofan Grjótár II.30","1903","V454","ofan Grjótár II",2000-08-11,9.39,3.8,"iceland"
"ofan Grjótár II.31","1904","V454","ofan Grjótár II",2001-08-15,9.67,4.4,"iceland"
"ofan Grjótár II.32","1905","V454","ofan Grjótár II",2001-08-16,9.26,3.6,"iceland"
"ofan Grjótár II.33","1906","V454","ofan Grjótár II",2001-09-19,8.91,3.1,"iceland"
"ofan Grjótár II.34","1907","V454","ofan Grjótár II",2002-07-22,9.35,4.1,"iceland"
"ofan Grjótár II.35","1908","V454","ofan Grjótár II",2002-07-22,10.24,5.6,"iceland"
"ofan Grjótár II.36","1909","V454","ofan Grjótár II",2002-07-23,9.28,4.2,"iceland"
"ofan Grjótár II.37","1910","V454","ofan Grjótár II",2002-09-29,6.63,1.1,"iceland"
"Flatarhylur.1","1949","V475","Flatarhylur",2010-05-21,8.24,11.5,"iceland"
"Flatarhylur.2","1950","V475","Flatarhylur",2010-08-26,6.42,5,"iceland"
"Flatarhylur.3","1951","V475","Flatarhylur",2010-10-01,12.45,39.7,"iceland"
"Flatarhylur.4","1952","V475","Flatarhylur",2011-05-17,7.17,5.7,"iceland"
"Flatarhylur.5","1953","V475","Flatarhylur",2011-08-25,7.34,6.2,"iceland"
"Flatarhylur.6","1954","V475","Flatarhylur",2012-05-23,10.43,19.4,"iceland"
"Flatarhylur.7","1955","V475","Flatarhylur",2012-07-10,6.12,2.9,"iceland"
"Flatarhylur.8","1956","V475","Flatarhylur",2013-05-07,8.15,9.5,"iceland"
"Flatarhylur.9","1957","V475","Flatarhylur",2013-08-22,8.23,8.1,"iceland"
"Flatarhylur.10","1958","V475","Flatarhylur",2013-09-24,8.22,8,"iceland"
"Flatarhylur.11","1959","V475","Flatarhylur",2014-07-09,9.8,11.8,"iceland"
"Flatarhylur.12","1960","V475","Flatarhylur",2014-07-29,10.6,15.9,"iceland"
"Flatarhylur.13","1961","V475","Flatarhylur",2014-09-04,8.91,10.4,"iceland"
"Flatarhylur.14","1962","V475","Flatarhylur",2014-11-20,9.69,14.3,"iceland"
"Flatarhylur.15","1963","V475","Flatarhylur",2015-06-09,11.08,22.8,"iceland"
"Flatarhylur.16","1964","V475","Flatarhylur",2015-07-07,8.63,9.5,"iceland"
"Flatarhylur.17","1965","V475","Flatarhylur",2016-05-12,9.31,13.2,"iceland"
"Flatarhylur.18","1966","V475","Flatarhylur",2016-07-12,8.09,8.5,"iceland"
"Flatarhylur.19","1967","V475","Flatarhylur",2016-08-23,7.99,8.1,"iceland"
"Flatarhylur.20","1968","V475","Flatarhylur",2017-06-28,7.39,6.7,"iceland"
"Flatarhylur.21","1969","V475","Flatarhylur",2017-07-13,8.11,8.7,"iceland"
"Flatarhylur.22","1970","V475","Flatarhylur",2017-09-28,11.7,34,"iceland"
"Flatarhylur.23","1971","V475","Flatarhylur",2018-05-16,9.04,11.8,"iceland"
"Flatarhylur.24","1972","V475","Flatarhylur",2018-07-12,7.94,6.4,"iceland"
"Flatarhylur.25","1973","V475","Flatarhylur",2018-08-22,7.92,6.3,"iceland"
"Flatarhylur.26","1974","V475","Flatarhylur",2019-06-12,6.32,3.5,"iceland"
"Flatarhylur.27","1975","V475","Flatarhylur",2019-08-08,6.18,2.9,"iceland"
"Flatarhylur.28","1976","V475","Flatarhylur",2019-08-27,11.42,30,"iceland"
"Flatarhylur.29","1977","V475","Flatarhylur",2020-05-14,9.26,12.4,"iceland"
"Flatarhylur.30","1978","V475","Flatarhylur",2020-07-01,8.07,7.3,"iceland"
"Flatarhylur.31","1979","V475","Flatarhylur",2020-09-08,7.85,7.3,"iceland"
"Brúarhylur.1","1980","V476","Brúarhylur",2002-11-27,14.92,14.1,"iceland"
"Brúarhylur.2","1981","V476","Brúarhylur",2003-05-09,15.97,21,"iceland"
"Brúarhylur.3","1982","V476","Brúarhylur",2003-07-02,14.26,10,"iceland"
"Brúarhylur.4","1983","V476","Brúarhylur",2003-10-30,14.39,10.6,"iceland"
"Brúarhylur.5","1984","V476","Brúarhylur",2004-03-27,16.03,18.9,"iceland"
"Brúarhylur.6","1985","V476","Brúarhylur",2004-08-28,14.06,8.8,"iceland"
"Brúarhylur.7","1986","V476","Brúarhylur",2004-09-23,14.92,12.8,"iceland"
"Brúarhylur.8","1987","V476","Brúarhylur",2004-12-03,14.25,10.8,"iceland"
"Brúarhylur.9","1988","V476","Brúarhylur",2005-05-30,13.98,8.5,"iceland"
"Brúarhylur.10","1989","V476","Brúarhylur",2005-07-24,12.51,4.2,"iceland"
"Brúarhylur.11","1990","V476","Brúarhylur",2005-08-20,14.93,12,"iceland"
"Brúarhylur.12","1991","V476","Brúarhylur",2005-10-12,14.24,9.1,"iceland"
"Brúarhylur.13","1992","V476","Brúarhylur",2006-03-16,15.22,15.1,"iceland"
"Brúarhylur.14","1993","V476","Brúarhylur",2006-07-18,14.2,11.4,"iceland"
"Brúarhylur.15","1994","V476","Brúarhylur",2006-11-12,15.24,16.1,"iceland"
"Brúarhylur.16","1995","V476","Brúarhylur",2007-03-19,11.53,3,"iceland"
"Brúarhylur.17","1996","V476","Brúarhylur",2007-08-26,11.2,2.3,"iceland"
"Brúarhylur.18","1997","V476","Brúarhylur",2007-12-03,14.25,10.7,"iceland"
"Brúarhylur.19","1998","V476","Brúarhylur",2008-04-13,11.41,2.7,"iceland"
"Brúarhylur.20","1999","V476","Brúarhylur",2008-07-05,14.42,12.1,"iceland"
"Brúarhylur.21","2000","V476","Brúarhylur",2008-10-30,14.42,11,"iceland"
"Brúarhylur.22","2001","V476","Brúarhylur",2009-05-07,15.34,17,"iceland"
"Brúarhylur.23","2002","V476","Brúarhylur",2009-08-13,13.16,6.2,"iceland"
"Brúarhylur.24","2003","V476","Brúarhylur",2009-09-04,13,4.9,"iceland"
"Brúarhylur.25","2004","V476","Brúarhylur",2010-05-21,13.72,9.1,"iceland"
"Brúarhylur.26","2005","V476","Brúarhylur",2010-08-25,12.19,3.9,"iceland"
"Brúarhylur.27","2006","V476","Brúarhylur",2010-09-29,16.67,25.8,"iceland"
"Brúarhylur.28","2007","V476","Brúarhylur",2011-01-18,10.67,2,"iceland"
"Brúarhylur.29","2008","V476","Brúarhylur",2011-05-17,16.1,22.2,"iceland"
"Brúarhylur.30","2009","V476","Brúarhylur",2011-09-07,13.86,9.7,"iceland"
"Brúarhylur.31","2010","V476","Brúarhylur",2012-05-24,15.87,20.8,"iceland"
"Brúarhylur.32","2011","V476","Brúarhylur",2012-07-31,12.47,4.2,"iceland"
"Brúarhylur.33","2012","V476","Brúarhylur",2013-03-19,15.43,17.5,"iceland"
"Brúarhylur.34","2013","V476","Brúarhylur",2013-08-22,13.29,6.7,"iceland"
"Brúarhylur.35","2014","V476","Brúarhylur",2013-09-24,13.8,8.3,"iceland"
"Brúarhylur.36","2015","V476","Brúarhylur",2014-02-11,10.78,1.9,"iceland"
"Brúarhylur.37","2016","V476","Brúarhylur",2014-07-29,16.23,20.8,"iceland"
"Brúarhylur.38","2017","V476","Brúarhylur",2014-09-01,15.46,14.8,"iceland"
"Brúarhylur.39","2018","V476","Brúarhylur",2014-11-19,15.23,13.7,"iceland"
"Brúarhylur.40","2019","V476","Brúarhylur",2015-07-07,16.99,26.7,"iceland"
"Brúarhylur.41","2020","V476","Brúarhylur",2015-10-05,21.47,64.4,"iceland"
"Brúarhylur.42","2021","V476","Brúarhylur",2016-07-12,14.36,11.1,"iceland"
"Brúarhylur.43","2022","V476","Brúarhylur",2017-06-28,15.21,15.5,"iceland"
"Brúarhylur.44","2023","V476","Brúarhylur",2017-09-27,22.84,73.6,"iceland"
"Brúarhylur.45","2024","V476","Brúarhylur",2018-05-16,15.99,20.6,"iceland"
"Brúarhylur.46","2025","V476","Brúarhylur",2018-07-11,14.7,12,"iceland"
"Brúarhylur.47","2026","V476","Brúarhylur",2019-08-07,11.36,2.4,"iceland"
"Brúarhylur.48","2027","V476","Brúarhylur",2019-08-27,14.39,11.3,"iceland"
"Brúarhylur.49","2028","V476","Brúarhylur",2020-05-12,13.17,7.2,"iceland"
"Brúarhylur.50","2029","V476","Brúarhylur",2020-08-18,13.63,8.6,"iceland"
"Hróaldsstaðir.1","2038","V48","Hróaldsstaðir",2008-08-26,14.3,8,"iceland"
"Hróaldsstaðir.2","2030","V48","Hróaldsstaðir",2006-02-27,14.6,9.1,"iceland"
"Hróaldsstaðir.3","2050","V48","Hróaldsstaðir",2012-08-26,14.61,9,"iceland"
"Hróaldsstaðir.4","2049","V48","Hróaldsstaðir",2012-03-14,14.7,9.4,"iceland"
"Hróaldsstaðir.5","2039","V48","Hróaldsstaðir",2008-10-01,14.8,9.9,"iceland"
"Hróaldsstaðir.6","2045","V48","Hróaldsstaðir",2011-03-16,14.83,8.7,"iceland"
"Hróaldsstaðir.7","2052","V48","Hróaldsstaðir",2013-08-22,14.98,12.4,"iceland"
"Hróaldsstaðir.8","2034","V48","Hróaldsstaðir",2007-07-04,15.1,12.6,"iceland"
"Hróaldsstaðir.9","2032","V48","Hróaldsstaðir",2006-08-02,15.2,12.2,"iceland"
"Hróaldsstaðir.10","2044","V48","Hróaldsstaðir",2010-07-26,15.2,14.2,"iceland"
"Hróaldsstaðir.11","2031","V48","Hróaldsstaðir",2006-07-03,15.3,13.7,"iceland"
"Hróaldsstaðir.12","2035","V48","Hróaldsstaðir",2007-08-14,15.3,12.9,"iceland"
"Hróaldsstaðir.13","2041","V48","Hróaldsstaðir",2009-07-23,15.4,13.6,"iceland"
"Hróaldsstaðir.14","2048","V48","Hróaldsstaðir",2011-10-03,15.5,13.5,"iceland"
"Hróaldsstaðir.15","2062","V48","Hróaldsstaðir",2018-08-16,15.53,13.2,"iceland"
"Hróaldsstaðir.16","2042","V48","Hróaldsstaðir",2009-10-26,15.6,18.2,"iceland"
"Hróaldsstaðir.17","2055","V48","Hróaldsstaðir",2014-09-09,15.7,15.2,"iceland"
"Hróaldsstaðir.18","2063","V48","Hróaldsstaðir",2019-06-04,15.72,18.1,"iceland"
"Hróaldsstaðir.19","2057","V48","Hróaldsstaðir",2015-09-24,15.73,17,"iceland"
"Hróaldsstaðir.20","2064","V48","Hróaldsstaðir",2019-07-02,15.78,17.1,"iceland"
"Hróaldsstaðir.21","2037","V48","Hróaldsstaðir",2008-06-30,16.1,18.8,"iceland"
"Hróaldsstaðir.22","2051","V48","Hróaldsstaðir",2012-10-02,16.1,18.3,"iceland"
"Hróaldsstaðir.23","2061","V48","Hróaldsstaðir",2018-06-21,16.15,18.5,"iceland"
"Hróaldsstaðir.24","2040","V48","Hróaldsstaðir",2009-05-06,16.8,24.3,"iceland"
"Hróaldsstaðir.25","2046","V48","Hróaldsstaðir",2011-05-17,17.12,28.7,"iceland"
"Hróaldsstaðir.26","2033","V48","Hróaldsstaðir",2007-06-11,17.2,29.1,"iceland"
"Hróaldsstaðir.27","2043","V48","Hróaldsstaðir",2010-06-08,18.4,47.4,"iceland"
"Hróaldsstaðir.28","2060","V48","Hróaldsstaðir",2017-05-31,18.4,39.9,"iceland"
"Hróaldsstaðir.29","2047","V48","Hróaldsstaðir",2011-06-29,18.64,46.1,"iceland"
"Hróaldsstaðir.30","2058","V48","Hróaldsstaðir",2016-05-25,18.78,52.6,"iceland"
"Hróaldsstaðir.31","2054","V48","Hróaldsstaðir",2014-07-08,19.32,57.6,"iceland"
"Hróaldsstaðir.32","2056","V48","Hróaldsstaðir",2015-06-08,19.5,60.6,"iceland"
"Hróaldsstaðir.33","2053","V48","Hróaldsstaðir",2014-06-04,20.8,86.7,"iceland"
"Hróaldsstaðir.34","2065","V48","Hróaldsstaðir",2020-05-31,22,120.1,"iceland"
"Hróaldsstaðir.35","2059","V48","Hróaldsstaðir",2016-06-01,24.33,182,"iceland"
"Kolugil.1","2066","V486","Kolugil",2004-04-23,17.97,7.7,"iceland"
"Kolugil.2","2067","V486","Kolugil",2004-07-05,16.89,4.7,"iceland"
"Kolugil.3","2068","V486","Kolugil",2004-07-28,16,3.1,"iceland"
"Kolugil.4","2069","V486","Kolugil",2004-09-30,16.86,4.7,"iceland"
"Kolugil.5","2070","V486","Kolugil",2005-05-24,16.88,5,"iceland"
"Kolugil.6","2071","V486","Kolugil",2005-07-03,16.68,4.9,"iceland"
"Kolugil.7","2072","V486","Kolugil",2005-09-21,16.83,4.4,"iceland"
"Kolugil.8","2073","V486","Kolugil",2006-07-15,17.85,7.9,"iceland"
"Kolugil.9","2074","V486","Kolugil",2006-08-31,16.5,3.6,"iceland"
"Kolugil.10","2075","V486","Kolugil",2007-06-09,17.09,5.3,"iceland"
"Kolugil.11","2076","V486","Kolugil",2007-06-25,16.12,3.5,"iceland"
"Kolugil.12","2077","V486","Kolugil",2007-08-15,15.38,2.7,"iceland"
"Kolugil.13","2078","V486","Kolugil",2007-10-16,17.7,7.6,"iceland"
"Kolugil.14","2079","V486","Kolugil",2008-04-18,17.83,7.9,"iceland"
"Kolugil.15","2080","V486","Kolugil",2008-06-06,17.68,7.6,"iceland"
"Kolugil.16","2081","V486","Kolugil",2008-11-17,18.28,9.4,"iceland"
"Kolugil.17","2082","V486","Kolugil",2009-06-08,17.62,7.2,"iceland"
"Kolugil.18","2083","V486","Kolugil",2009-08-18,16.23,3.9,"iceland"
"Kolugil.19","2084","V486","Kolugil",2009-10-22,18.04,9,"iceland"
"Kolugil.20","2085","V486","Kolugil",2010-06-03,16.57,4.2,"iceland"
"Kolugil.21","2086","V486","Kolugil",2010-06-28,16.18,3.5,"iceland"
"Kolugil.22","2087","V486","Kolugil",2010-10-20,15.86,3,"iceland"
"Kolugil.23","2088","V486","Kolugil",2011-02-24,16.84,4.7,"iceland"
"Kolugil.24","2089","V486","Kolugil",2011-05-02,22.94,38.5,"iceland"
"Kolugil.25","2090","V486","Kolugil",2011-05-06,22.02,30.2,"iceland"
"Kolugil.26","2091","V486","Kolugil",2011-09-19,15.83,3.1,"iceland"
"Kolugil.27","2092","V486","Kolugil",2012-06-04,17.37,5.7,"iceland"
"Kolugil.28","2093","V486","Kolugil",2012-08-27,15.64,2.7,"iceland"
"Kolugil.29","2094","V486","Kolugil",2012-09-20,18.65,10.8,"iceland"
"Kolugil.30","2095","V486","Kolugil",2013-06-18,17.22,5.4,"iceland"
"Kolugil.31","2096","V486","Kolugil",2013-09-03,18.65,10.3,"iceland"
"Kolugil.32","2097","V486","Kolugil",2014-06-03,20.18,17.1,"iceland"
"Kolugil.33","2098","V486","Kolugil",2014-09-18,16.95,4.3,"iceland"
"Kolugil.34","2099","V486","Kolugil",2015-07-13,17.59,6.2,"iceland"
"Kolugil.35","2100","V486","Kolugil",2015-09-25,16.98,4.5,"iceland"
"Kolugil.36","2101","V486","Kolugil",2016-04-13,17.77,6.8,"iceland"
"Kolugil.37","2102","V486","Kolugil",2016-08-30,16.2,3.2,"iceland"
"Kolugil.38","2103","V486","Kolugil",2017-05-04,25.55,58,"iceland"
"Kolugil.39","2104","V486","Kolugil",2017-08-04,16.26,3.6,"iceland"
"Kolugil.40","2105","V486","Kolugil",2018-06-06,19.96,17,"iceland"
"Kolugil.41","2106","V486","Kolugil",2018-08-21,17.14,5.3,"iceland"
"Kolugil.42","2107","V486","Kolugil",2019-06-03,15.9,3,"iceland"
"Kolugil.43","2108","V486","Kolugil",2019-09-24,18.63,10.4,"iceland"
"Krappi.1","2114","V504","Krappi",2007-06-29,11.52,20.6,"iceland"
"Krappi.2","2115","V504","Krappi",2007-08-10,11.19,17.7,"iceland"
"Krappi.3","2116","V504","Krappi",2007-08-29,11.41,20.1,"iceland"
"Krappi.4","2117","V504","Krappi",2008-06-18,12,23.2,"iceland"
"Krappi.5","2118","V504","Krappi",2008-07-12,11.73,21.1,"iceland"
"Krappi.6","2119","V504","Krappi",2008-08-28,11.31,19,"iceland"
"Krappi.7","2120","V504","Krappi",2008-09-17,14.6,42.4,"iceland"
"Krappi.8","2121","V504","Krappi",2008-09-17,15.5,50.6,"iceland"
"Krappi.9","2122","V504","Krappi",2009-07-01,12.02,22.6,"iceland"
"Krappi.10","2123","V504","Krappi",2009-08-18,11.59,19.8,"iceland"
"Krappi.11","2124","V504","Krappi",2009-10-22,12.1,23.5,"iceland"
"Krappi.12","2125","V504","Krappi",2010-05-19,12,23.7,"iceland"
"Krappi.13","2126","V504","Krappi",2010-08-12,10.5,15.6,"iceland"
"Krappi.14","2127","V504","Krappi",2010-10-13,10.28,14.2,"iceland"
"Krappi.15","2128","V504","Krappi",2011-05-03,15.4,48.4,"iceland"
"Krappi.16","2129","V504","Krappi",2011-07-28,11.8,22.3,"iceland"
"Krappi.17","2130","V504","Krappi",2011-09-27,10.65,15.4,"iceland"
"Krappi.18","2131","V504","Krappi",2012-07-18,11.57,19.7,"iceland"
"Krappi.19","2132","V504","Krappi",2012-08-27,10.8,15.9,"iceland"
"Krappi.20","2133","V504","Krappi",2013-05-24,11.91,23.3,"iceland"
"Krappi.21","2134","V504","Krappi",2013-08-15,11.23,18.7,"iceland"
"Krappi.22","2135","V504","Krappi",2013-09-19,11.15,17.1,"iceland"
"Krappi.23","2136","V504","Krappi",2014-06-27,12.2,24.5,"iceland"
"Krappi.24","2137","V504","Krappi",2014-08-28,11.26,18.1,"iceland"
"Krappi.25","2138","V504","Krappi",2014-11-21,11.74,22.2,"iceland"
"Krappi.26","2139","V504","Krappi",2015-06-11,12.59,29.6,"iceland"
"Krappi.27","2140","V504","Krappi",2016-06-30,11.97,24,"iceland"
"Krappi.28","2141","V504","Krappi",2016-09-21,10.91,16.4,"iceland"
"Krappi.29","2142","V504","Krappi",2017-06-07,12.54,27.5,"iceland"
"Krappi.30","2143","V504","Krappi",2017-08-15,11.74,22.2,"iceland"
"Krappi.31","2144","V504","Krappi",2018-06-05,12.49,29.5,"iceland"
"Krappi.32","2145","V504","Krappi",2018-09-17,10.8,17.2,"iceland"
"Krappi.33","2146","V504","Krappi",2019-08-21,10.99,18.2,"iceland"
"Krappi.34","2147","V504","Krappi",2019-09-18,11.34,20.5,"iceland"
"Krappi.35","2148","V504","Krappi",2020-02-05,18.07,94.2,"iceland"
"Krappi.36","2149","V504","Krappi",2020-02-05,18.19,95.9,"iceland"
"Krappi.37","2150","V504","Krappi",2020-02-05,18.26,96.8,"iceland"
"Krappi.38","2151","V504","Krappi",2020-02-05,18.82,106.7,"iceland"
"Krappi.39","2152","V504","Krappi",2020-02-05,18.83,102.5,"iceland"
"Viðvíkursveit.1","2172","V51","Viðvíkursveit",2008-04-16,5.06,2.9,"iceland"
"Viðvíkursveit.2","2174","V51","Viðvíkursveit",2008-10-29,5.78,4.4,"iceland"
"Viðvíkursveit.3","2192","V51","Viðvíkursveit",2015-05-14,6.26,4.5,"iceland"
"Viðvíkursveit.4","2180","V51","Viðvíkursveit",2010-09-24,6.47,4.5,"iceland"
"Viðvíkursveit.5","2164","V51","Viðvíkursveit",2005-05-13,6.91,6,"iceland"
"Viðvíkursveit.6","2185","V51","Viðvíkursveit",2012-08-28,7.12,6.6,"iceland"
"Viðvíkursveit.7","2183","V51","Viðvíkursveit",2011-09-21,7.22,6.1,"iceland"
"Viðvíkursveit.8","2205","V51","Viðvíkursveit",2019-06-06,7.3,5.7,"iceland"
"Viðvíkursveit.9","2195","V51","Viðvíkursveit",2015-11-05,7.36,6.9,"iceland"
"Viðvíkursveit.10","2204","V51","Viðvíkursveit",2018-09-20,7.46,6.6,"iceland"
"Viðvíkursveit.11","2170","V51","Viðvíkursveit",2007-08-13,7.62,7.5,"iceland"
"Viðvíkursveit.12","2207","V51","Viðvíkursveit",2019-09-03,7.65,6.7,"iceland"
"Viðvíkursveit.13","2198","V51","Viðvíkursveit",2016-11-10,7.77,8.5,"iceland"
"Viðvíkursveit.14","2160","V51","Viðvíkursveit",2003-09-25,7.91,8,"iceland"
"Viðvíkursveit.15","2194","V51","Viðvíkursveit",2015-09-24,8.25,8.9,"iceland"
"Viðvíkursveit.16","2161","V51","Viðvíkursveit",2004-04-27,8.41,9.8,"iceland"
"Viðvíkursveit.17","2163","V51","Viðvíkursveit",2004-10-02,8.48,9.2,"iceland"
"Viðvíkursveit.18","2200","V51","Viðvíkursveit",2017-08-30,8.5,10.7,"iceland"
"Viðvíkursveit.19","2177","V51","Viðvíkursveit",2009-10-01,8.57,8.8,"iceland"
"Viðvíkursveit.20","2186","V51","Viðvíkursveit",2012-09-18,8.61,10.7,"iceland"
"Viðvíkursveit.21","2206","V51","Viðvíkursveit",2019-08-15,8.83,9.8,"iceland"
"Viðvíkursveit.22","2189","V51","Viðvíkursveit",2014-05-15,9.08,10.9,"iceland"
"Viðvíkursveit.23","2179","V51","Viðvíkursveit",2010-08-12,9.16,12.5,"iceland"
"Viðvíkursveit.24","2191","V51","Viðvíkursveit",2014-09-16,9.19,11.3,"iceland"
"Viðvíkursveit.25","2199","V51","Viðvíkursveit",2017-08-01,9.21,12.4,"iceland"
"Viðvíkursveit.26","2197","V51","Viðvíkursveit",2016-07-14,9.35,13.4,"iceland"
"Viðvíkursveit.27","2176","V51","Viðvíkursveit",2009-08-19,9.59,11.8,"iceland"
"Viðvíkursveit.28","2210","V51","Viðvíkursveit",2020-09-01,9.96,16.6,"iceland"
"Viðvíkursveit.29","2158","V51","Viðvíkursveit",2003-07-02,9.98,14.3,"iceland"
"Viðvíkursveit.30","2159","V51","Viðvíkursveit",2003-07-31,10.3,14.5,"iceland"
"Viðvíkursveit.31","2184","V51","Viðvíkursveit",2012-06-06,10.46,18.1,"iceland"
"Viðvíkursveit.32","2169","V51","Viðvíkursveit",2007-06-25,10.7,17.5,"iceland"
"Viðvíkursveit.33","2162","V51","Viðvíkursveit",2004-07-26,10.81,17.3,"iceland"
"Viðvíkursveit.34","2171","V51","Viðvíkursveit",2007-10-21,10.91,18.6,"iceland"
"Viðvíkursveit.35","2181","V51","Viðvíkursveit",2011-05-03,10.99,18,"iceland"
"Viðvíkursveit.36","2168","V51","Viðvíkursveit",2007-04-03,11.03,17.8,"iceland"
"Viðvíkursveit.37","2173","V51","Viðvíkursveit",2008-06-04,11.8,21.8,"iceland"
"Viðvíkursveit.38","2209","V51","Viðvíkursveit",2020-07-14,11.83,24.1,"iceland"
"Viðvíkursveit.39","2182","V51","Viðvíkursveit",2011-07-13,11.84,21.4,"iceland"
"Viðvíkursveit.40","2175","V51","Viðvíkursveit",2009-06-10,12.03,22.6,"iceland"
"Viðvíkursveit.41","2178","V51","Viðvíkursveit",2010-06-02,12.09,24.9,"iceland"
"Viðvíkursveit.42","2193","V51","Viðvíkursveit",2015-08-13,12.11,24.6,"iceland"
"Viðvíkursveit.43","2201","V51","Viðvíkursveit",2018-05-28,12.41,24.7,"iceland"
